timestamp,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month,season,day_of_year,doy_sin,doy_cos,hour_since_midnight,is_peak_pollution_hour,is_low_pollution_hour,is_rush_hour,is_business_hours,hours_since_midnight,hours_until_midnight
2025-03-24 07:00:00,7,0,0,0.9659258262890684,-0.2588190451025206,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,7,1,0,1,0,7,17
2025-03-24 08:00:00,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,8,1,0,1,0,8,16
2025-03-24 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,9,1,0,1,1,9,15
2025-03-24 10:00:00,10,0,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,10,0,0,0,1,10,14
2025-03-24 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,11,0,0,0,1,11,13
2025-03-24 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,12,0,0,0,1,12,12
2025-03-24 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,13,0,1,0,1,13,11
2025-03-24 14:00:00,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,14,0,1,0,1,14,10
2025-03-24 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,15,0,1,0,1,15,9
2025-03-24 16:00:00,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,16,0,1,0,1,16,8
2025-03-24 17:00:00,17,0,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,17,0,0,1,1,17,7
2025-03-24 18:00:00,18,0,0,-1.0,-1.8369701987210287e-16,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,18,1,0,1,0,18,6
2025-03-24 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,19,1,0,1,0,19,5
2025-03-24 20:00:00,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,20,1,0,0,0,20,4
2025-03-24 21:00:00,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,21,0,0,0,0,21,3
2025-03-24 22:00:00,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,22,0,0,0,0,22,2
2025-03-24 23:00:00,23,0,0,-0.2588190451025215,0.965925826289068,0.0,1.0,3,1,83,0.989932495087353,0.141540295217043,23,0,0,0,0,23,1
2025-03-25 00:00:00,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,0,0,0,0,0,0,24
2025-03-25 01:00:00,1,1,0,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,1,0,0,0,0,1,23
2025-03-25 02:00:00,2,1,0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,2,0,0,0,0,2,22
2025-03-25 03:00:00,3,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,3,0,0,0,0,3,21
2025-03-25 04:00:00,4,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,4,0,0,0,0,4,20
2025-03-25 05:00:00,5,1,0,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,5,0,0,0,0,5,19
2025-03-25 06:00:00,6,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,6,0,0,0,0,6,18
2025-03-25 07:00:00,7,1,0,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,7,1,0,1,0,7,17
2025-03-25 08:00:00,8,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,8,1,0,1,0,8,16
2025-03-25 09:00:00,9,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,9,1,0,1,1,9,15
2025-03-25 10:00:00,10,1,0,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,10,0,0,0,1,10,14
2025-03-25 11:00:00,11,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,11,0,0,0,1,11,13
2025-03-25 12:00:00,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,12,0,0,0,1,12,12
2025-03-25 13:00:00,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,13,0,1,0,1,13,11
2025-03-25 14:00:00,14,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,14,0,1,0,1,14,10
2025-03-25 15:00:00,15,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,15,0,1,0,1,15,9
2025-03-25 16:00:00,16,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,16,0,1,0,1,16,8
2025-03-25 17:00:00,17,1,0,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,17,0,0,1,1,17,7
2025-03-25 18:00:00,18,1,0,-1.0,-1.8369701987210287e-16,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,18,1,0,1,0,18,6
2025-03-25 19:00:00,19,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,19,1,0,1,0,19,5
2025-03-25 20:00:00,20,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,20,1,0,0,0,20,4
2025-03-25 21:00:00,21,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,21,0,0,0,0,21,3
2025-03-25 22:00:00,22,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,22,0,0,0,0,22,2
2025-03-25 23:00:00,23,1,0,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,3,1,84,0.9922222094179324,0.1244792638867891,23,0,0,0,0,23,1
2025-03-26 00:00:00,0,2,0,0.0,1.0,0.9749279121818236,-0.2225209339563143,3,1,85,0.994217906893952,0.107381346664163,0,0,0,0,0,0,24
2025-03-27 01:00:00,1,3,0,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,1,0,0,0,0,1,23
2025-03-27 02:00:00,2,3,0,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,2,0,0,0,0,2,22
2025-03-27 03:00:00,3,3,0,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,3,0,0,0,0,3,21
2025-03-27 04:00:00,4,3,0,0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,4,0,0,0,0,4,20
2025-03-27 05:00:00,5,3,0,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,5,0,0,0,0,5,19
2025-03-27 06:00:00,6,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,3,1,86,0.995918996147179,0.0902516100310411,6,0,0,0,0,6,18
