timestamp,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month,season,day_of_year,doy_sin,doy_cos,hour_since_midnight,is_peak_pollution_hour,is_low_pollution_hour,is_rush_hour,is_business_hours,hours_since_midnight,hours_until_midnight
2025-04-11 14:00:00,14,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,14,0,1,0,1,14,10
2025-04-11 15:00:00,15,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,15,0,1,0,1,15,9
2025-04-11 16:00:00,16,4,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,16,0,1,0,1,16,8
2025-04-11 17:00:00,17,4,0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,17,0,0,1,1,17,7
2025-04-11 18:00:00,18,4,0,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,18,1,0,1,0,18,6
2025-04-11 19:00:00,19,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,19,1,0,1,0,19,5
2025-04-11 20:00:00,20,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,20,1,0,0,0,20,4
2025-04-11 21:00:00,21,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,21,0,0,0,0,21,3
2025-04-11 22:00:00,22,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,22,0,0,0,0,22,2
2025-04-11 23:00:00,23,4,0,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,4,1,101,0.9859481499638304,-0.1670516255021192,23,0,0,0,0,23,1
2025-04-12 00:00:00,0,5,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,0,0,0,0,0,0,24
2025-04-12 01:00:00,1,5,1,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,1,0,0,0,0,1,23
2025-04-12 02:00:00,2,5,1,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,2,0,0,0,0,2,22
2025-04-12 03:00:00,3,5,1,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,3,0,0,0,0,3,21
2025-04-12 04:00:00,4,5,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,4,0,0,0,0,4,20
2025-04-12 05:00:00,5,5,1,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,5,0,0,0,0,5,19
2025-04-12 06:00:00,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,6,0,0,0,0,6,18
2025-04-12 07:00:00,7,5,1,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,7,1,0,1,0,7,17
2025-04-12 08:00:00,8,5,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,8,1,0,1,0,8,16
2025-04-12 09:00:00,9,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,9,1,0,1,1,9,15
2025-04-12 10:00:00,10,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,10,0,0,0,1,10,14
2025-04-12 11:00:00,11,5,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,11,0,0,0,1,11,13
2025-04-12 12:00:00,12,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,12,0,0,0,1,12,12
2025-04-12 13:00:00,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,13,0,1,0,1,13,11
2025-04-12 14:00:00,14,5,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,14,0,1,0,1,14,10
2025-04-12 15:00:00,15,5,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,15,0,1,0,1,15,9
2025-04-12 16:00:00,16,5,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,16,0,1,0,1,16,8
2025-04-12 17:00:00,17,5,1,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,17,0,0,1,1,17,7
2025-04-12 18:00:00,18,5,1,-1.0,-1.8369701987210287e-16,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,18,1,0,1,0,18,6
2025-04-12 19:00:00,19,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,19,1,0,1,0,19,5
2025-04-12 20:00:00,20,5,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,20,1,0,0,0,20,4
2025-04-12 21:00:00,21,5,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,21,0,0,0,0,21,3
2025-04-12 22:00:00,22,5,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,22,0,0,0,0,22,2
2025-04-12 23:00:00,23,5,1,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146,4,1,102,0.9829265519799822,-0.18399835165768,23,0,0,0,0,23,1
2025-04-13 00:00:00,0,6,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,0,0,0,0,0,0,24
2025-04-13 01:00:00,1,6,1,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,1,0,0,0,0,1,23
2025-04-13 02:00:00,2,6,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,2,0,0,0,0,2,22
2025-04-13 03:00:00,3,6,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,3,0,0,0,0,3,21
2025-04-13 04:00:00,4,6,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,4,0,0,0,0,4,20
2025-04-13 05:00:00,5,6,1,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,5,0,0,0,0,5,19
2025-04-13 06:00:00,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,6,0,0,0,0,6,18
2025-04-13 07:00:00,7,6,1,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,7,1,0,1,0,7,17
2025-04-13 08:00:00,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,8,1,0,1,0,8,16
2025-04-13 09:00:00,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,9,1,0,1,1,9,15
2025-04-13 10:00:00,10,6,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,10,0,0,0,1,10,14
2025-04-13 11:00:00,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,11,0,0,0,1,11,13
2025-04-13 12:00:00,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,12,0,0,0,1,12,12
2025-04-13 13:00:00,13,6,1,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,13,0,1,0,1,13,11
2025-04-13 14:00:00,14,6,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,14,0,1,0,1,14,10
2025-04-13 15:00:00,15,6,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,15,0,1,0,1,15,9
2025-04-13 16:00:00,16,6,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,16,0,1,0,1,16,8
2025-04-13 17:00:00,17,6,1,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,17,0,0,1,1,17,7
2025-04-13 18:00:00,18,6,1,-1.0,-1.8369701987210287e-16,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,18,1,0,1,0,18,6
2025-04-13 19:00:00,19,6,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,19,1,0,1,0,19,5
2025-04-13 20:00:00,20,6,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,20,1,0,0,0,20,4
2025-04-13 21:00:00,21,6,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,21,0,0,0,0,21,3
2025-04-13 22:00:00,22,6,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,22,0,0,0,0,22,2
2025-04-13 23:00:00,23,6,1,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,4,1,103,0.97961369164549,-0.200890555130635,23,0,0,0,0,23,1
2025-04-14 00:00:00,0,0,0,0.0,1.0,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,0,0,0,0,0,0,24
2025-04-14 01:00:00,1,0,0,0.2588190451025207,0.9659258262890684,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,1,0,0,0,0,1,23
2025-04-14 02:00:00,2,0,0,0.4999999999999999,0.8660254037844387,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,2,0,0,0,0,2,22
2025-04-14 03:00:00,3,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,3,0,0,0,0,3,21
2025-04-14 04:00:00,4,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,4,0,0,0,0,4,20
2025-04-14 05:00:00,5,0,0,0.9659258262890684,0.2588190451025207,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,5,0,0,0,0,5,19
2025-04-14 06:00:00,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,6,0,0,0,0,6,18
2025-04-14 07:00:00,7,0,0,0.9659258262890684,-0.2588190451025206,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,7,1,0,1,0,7,17
2025-04-14 08:00:00,8,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,8,1,0,1,0,8,16
2025-04-14 09:00:00,9,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,9,1,0,1,1,9,15
2025-04-14 10:00:00,10,0,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,10,0,0,0,1,10,14
2025-04-14 11:00:00,11,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,11,0,0,0,1,11,13
2025-04-14 12:00:00,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,12,0,0,0,1,12,12
2025-04-14 13:00:00,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,13,0,1,0,1,13,11
2025-04-14 14:00:00,14,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,14,0,1,0,1,14,10
2025-04-14 15:00:00,15,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,15,0,1,0,1,15,9
2025-04-14 16:00:00,16,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,16,0,1,0,1,16,8
2025-04-14 17:00:00,17,0,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,17,0,0,1,1,17,7
2025-04-14 18:00:00,18,0,0,-1.0,-1.8369701987210287e-16,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,18,1,0,1,0,18,6
2025-04-14 19:00:00,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,19,1,0,1,0,19,5
2025-04-14 20:00:00,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,20,1,0,0,0,20,4
2025-04-14 21:00:00,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,21,0,0,0,0,21,3
2025-04-14 22:00:00,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,22,0,0,0,0,22,2
2025-04-14 23:00:00,23,0,0,-0.2588190451025215,0.965925826289068,0.0,1.0,4,1,104,0.9760105506323684,-0.2177232303965317,23,0,0,0,0,23,1
2025-04-15 00:00:00,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,0,0,0,0,0,0,24
2025-04-15 01:00:00,1,1,0,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,1,0,0,0,0,1,23
2025-04-15 02:00:00,2,1,0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,2,0,0,0,0,2,22
2025-04-15 03:00:00,3,1,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,3,0,0,0,0,3,21
2025-04-15 04:00:00,4,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,4,0,0,0,0,4,20
2025-04-15 05:00:00,5,1,0,0.9659258262890684,0.2588190451025207,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,5,0,0,0,0,5,19
2025-04-15 06:00:00,6,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,6,0,0,0,0,6,18
2025-04-15 07:00:00,7,1,0,0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,7,1,0,1,0,7,17
2025-04-15 08:00:00,8,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,8,1,0,1,0,8,16
2025-04-15 09:00:00,9,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,9,1,0,1,1,9,15
2025-04-15 10:00:00,10,1,0,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,10,0,0,0,1,10,14
2025-04-15 11:00:00,11,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,11,0,0,0,1,11,13
2025-04-15 12:00:00,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,12,0,0,0,1,12,12
2025-04-15 13:00:00,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,13,0,1,0,1,13,11
2025-04-15 14:00:00,14,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,14,0,1,0,1,14,10
2025-04-15 15:00:00,15,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,15,0,1,0,1,15,9
2025-04-15 16:00:00,16,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,16,0,1,0,1,16,8
2025-04-15 17:00:00,17,1,0,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,17,0,0,1,1,17,7
2025-04-15 18:00:00,18,1,0,-1.0,-1.8369701987210287e-16,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,18,1,0,1,0,18,6
2025-04-15 19:00:00,19,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,19,1,0,1,0,19,5
2025-04-15 20:00:00,20,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,20,1,0,0,0,20,4
2025-04-15 21:00:00,21,1,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,21,0,0,0,0,21,3
2025-04-15 22:00:00,22,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,22,0,0,0,0,22,2
2025-04-15 23:00:00,23,1,0,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,4,1,105,0.9721181966290612,-0.2344913895704098,23,0,0,0,0,23,1
2025-04-16 00:00:00,0,2,0,0.0,1.0,0.9749279121818236,-0.2225209339563143,4,1,106,0.9679377830240642,-0.2511900638848193,0,0,0,0,0,0,24
2025-04-16 01:00:00,1,2,0,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,4,1,106,0.9679377830240642,-0.2511900638848193,1,0,0,0,0,1,23
