timestamp,aqi_numeric_rolling_mean_6h,aqi_numeric_rolling_mean_12h,aqi_numeric_rolling_mean_24h,aqi_numeric_rolling_std_12h,aqi_numeric_rolling_std_24h,aqi_numeric_rolling_q25_3h,aqi_numeric_rolling_q75_3h,aqi_numeric_rolling_min_3h,aqi_numeric_rolling_max_3h,aqi_numeric_rolling_q25_8h,aqi_numeric_rolling_q75_8h,aqi_numeric_rolling_min_8h,aqi_numeric_rolling_max_8h,aqi_numeric_rolling_q25_16h,aqi_numeric_rolling_q75_16h,aqi_numeric_rolling_min_16h,aqi_numeric_rolling_max_16h,aqi_numeric_rolling_q25_36h,aqi_numeric_rolling_q75_36h,aqi_numeric_rolling_min_36h,aqi_numeric_rolling_max_36h,aqi_numeric_rolling_q25_48h,aqi_numeric_rolling_q75_48h,aqi_numeric_rolling_min_48h,aqi_numeric_rolling_max_48h
2025-03-23 17:00:00,228.1987003863716,202.5188976567049,191.8950850045708,101.74830869832368,71.88814897861526,180.5110115911486,188.5554794520548,176.17639620653318,192.26533192834563,144.20056261285353,186.70055321390944,113.23768844221104,500.0,161.31762381454163,194.1989989462592,113.23768844221104,500.0,161.31762381454163,194.1989989462592,113.23768844221104,500.0,161.31762381454163,194.1989989462592,113.23768844221104,500.0
2025-03-23 18:00:00,178.0377766069547,196.67094327450388,192.1816498096288,99.5599266391243,71.90294436307106,188.5554794520548,195.64989462592203,184.845626975764,199.03445732349843,161.31762381454163,193.95761327713385,113.23768844221104,500.0,164.6828240252898,199.03445732349843,113.23768844221104,500.0,164.6828240252898,199.03445732349843,113.23768844221104,500.0,164.6828240252898,199.03445732349843,113.23768844221104,500.0
2025-03-23 19:00:00,186.91879076125653,197.04661895017955,192.64228357300223,99.58213323850909,71.9468407275222,195.64989462592203,201.77128271580327,192.26533192834563,204.5081081081081,173.30300316122234,200.40287001965083,151.22202318229716,500.0,165.12428872497367,199.7586143308746,113.23768844221104,500.0,165.12428872497367,199.7586143308746,113.23768844221104,500.0,165.12428872497367,199.7586143308746,113.23768844221104,500.0
2025-03-23 20:00:00,193.5447765468313,198.33300488827783,193.2116839533616,99.56847149231378,71.9854704241699,201.7365980311186,204.4734234234234,199.03445732349843,204.5081081081081,173.30300316122234,200.3855276773085,151.22202318229716,204.5081081081081,165.56575342465754,202.21936936936936,113.23768844221104,500.0,165.56575342465754,202.21936936936936,113.23768844221104,500.0,165.56575342465754,202.21936936936936,113.23768844221104,500.0
2025-03-23 21:00:00,198.28159339529205,201.51205609438384,193.826415913984,99.06565345333958,72.01844645649571,204.4734234234234,204.5527027027027,204.43873873873875,204.5972972972973,182.6783192834563,204.4560810810811,164.6828240252898,204.5972972972973,166.00721812434142,204.4560810810811,113.23768844221104,500.0,166.00721812434142,204.4560810810811,113.23768844221104,500.0,166.00721812434142,204.4560810810811,113.23768844221104,500.0
2025-03-23 22:00:00,201.8411060164485,208.43426624423216,194.58032638399027,95.94423620427192,72.05068966788296,204.51801801801804,205.4,204.43873873873875,206.2027027027027,190.4104056902002,204.53040540540545,176.17639620653318,206.2027027027027,166.00721812434142,204.4560810810811,113.23768844221104,500.0,166.4486828240253,204.5081081081081,113.23768844221104,500.0,166.4486828240253,204.5081081081081,113.23768844221104,500.0
2025-03-23 23:00:00,203.9773645088713,216.0880324476215,195.63502676403309,91.20613155678888,72.00972336460673,204.8400900900901,205.6427927927928,204.5972972972973,206.2027027027027,197.34217597471024,204.7186936936937,184.845626975764,206.2027027027027,166.00721812434142,204.53040540540545,113.23768844221104,500.0,168.88061116965227,204.575,113.23768844221104,500.0,168.88061116965227,204.575,113.23768844221104,500.0
2025-03-24 00:00:00,203.9713406240804,191.0045586155176,196.9407037924841,18.19097681399132,71.76414148410694,202.0405984488177,205.6427927927928,198.9983140147524,206.2027027027027,199.02542149631196,204.7186936936937,192.26533192834563,206.2027027027027,166.00721812434142,204.53040540540545,113.23768844221104,500.0,171.31253951527924,204.5527027027027,113.23768844221104,500.0,171.31253951527924,204.5527027027027,113.23768844221104,500.0
2025-03-24 01:00:00,202.91621336826816,194.91750206476232,198.53939978826915,13.229076885182629,71.32702254667502,198.5878292939937,202.0405984488177,198.177344573235,205.0828828828829,199.02542149631196,204.7186936936937,198.177344573235,206.2027027027027,173.30300316122234,204.53040540540545,113.23768844221104,500.0,173.7444678609062,204.53040540540545,113.23768844221104,500.0,173.7444678609062,204.53040540540545,113.23768844221104,500.0
2025-03-24 02:00:00,203.9980452001,198.77141087346567,200.63631379922424,9.950411361754108,70.901768001448,198.5878292939937,204.96402187224103,198.177344573235,210.92972972972973,203.07863255774217,205.36283783783784,198.177344573235,210.92972972972973,182.6783192834563,204.7186936936937,113.23768844221104,500.0,176.17639620653318,204.5972972972973,113.23768844221104,500.0,176.17639620653318,204.5972972972973,113.23768844221104,500.0
2025-03-24 03:00:00,208.5103575124123,203.39597545385217,203.30314473711687,11.298985948462072,70.81141836660561,204.5535371514824,221.30045045045048,198.177344573235,231.67117117117115,203.07863255774217,207.38445945945944,198.177344573235,231.67117117117115,190.4104056902002,205.36283783783784,151.22202318229716,500.0,178.3437038988409,204.9614864864865,113.23768844221104,500.0,178.3437038988409,204.9614864864865,113.23768844221104,500.0
2025-03-24 04:00:00,216.3936908457456,209.11739843109703,206.32413458892864,16.997567832478044,71.36294117209856,221.30045045045048,242.5869369369369,210.92972972972973,253.5027027027027,203.1975514766611,216.1150900900901,198.177344573235,253.5027027027027,190.4104056902002,205.36283783783784,151.22202318229716,253.5027027027027,180.5110115911486,205.6427927927928,113.23768844221104,500.0,180.5110115911486,205.6427927927928,113.23768844221104,500.0
2025-03-24 05:00:00,228.5795767316316,216.27847062025145,209.39868413847816,25.3177690505851,72.85087220634635,242.5869369369369,265.85045045045047,231.67117117117115,278.1981981981982,203.56174066585027,237.12905405405405,198.177344573235,278.1981981981982,196.69934141201264,207.38445945945944,164.6828240252898,278.1981981981982,182.6783192834563,207.38445945945944,113.23768844221104,500.0,182.6783192834563,207.38445945945944,113.23768844221104,500.0
2025-03-24 06:00:00,246.25805567501777,225.11469814954907,210.8928207120265,35.29147742060843,74.48041009683666,265.85045045045047,291.63369293663413,253.5027027027027,305.06918767507005,203.56174066585027,259.67657657657657,198.177344573235,305.06918767507005,198.79307165437305,216.1150900900901,176.17639620653318,305.06918767507005,184.845626975764,210.92972972972973,113.23768844221104,500.0,184.845626975764,210.92972972972973,113.23768844221104,500.0
2025-03-24 07:00:00,245.13072866412915,224.02347101619867,210.53504498318912,36.17788119679755,74.55559557188083,234.80579035305067,291.63369293663413,191.4133825079031,305.06918767507005,198.79307165437305,259.67657657657657,191.4133825079031,305.06918767507005,198.79307165437305,216.1150900900901,184.845626975764,305.06918767507005,185.88474710221288,209.74797297297297,113.23768844221104,500.0,185.88474710221288,209.74797297297297,113.23768844221104,500.0
2025-03-24 08:00:00,239.65346952933567,221.8257573647179,210.07938112649788,38.21920263340205,74.7261446975473,184.73977871443628,248.2412850914866,178.06617492096944,305.06918767507005,196.48635405690203,259.67657657657657,178.06617492096944,305.06918767507005,198.79307165437305,216.1150900900901,178.06617492096944,305.06918767507005,181.45590094836672,208.56621621621625,113.23768844221104,500.0,181.45590094836672,208.56621621621625,113.23768844221104,500.0
2025-03-24 09:00:00,229.54206428847849,219.02621090044545,210.2691334974146,40.74297676231953,74.61623732164963,174.53445732349843,184.73977871443628,171.0027397260274,191.4133825079031,188.07658061116967,259.67657657657657,171.0027397260274,305.06918767507005,198.79307165437305,216.1150900900901,171.0027397260274,305.06918767507005,177.59373024236038,207.38445945945944,113.23768844221104,500.0,177.59373024236038,207.38445945945944,113.23768844221104,500.0
2025-03-24 10:00:00,212.9427729528857,214.6682318993157,211.55124907177392,44.83105975399379,73.30682931027482,162.4548472075869,174.53445732349843,153.90695468914646,178.06617492096944,176.30031612223394,259.67657657657657,153.90695468914646,305.06918767507005,196.48635405690203,216.1150900900901,153.90695468914646,305.06918767507005,176.17639620653318,206.2027027027027,113.23768844221104,500.0,176.17639620653318,206.2027027027027,113.23768844221104,500.0
2025-03-24 11:00:00,190.89927090812748,209.73942381987945,212.9137281337505,49.03488839650852,71.68608949979948,149.92207030939736,162.4548472075869,145.93718592964825,171.0027397260274,166.72879346680716,259.67657657657657,145.93718592964825,305.06918767507005,188.07658061116967,216.1150900900901,145.93718592964825,305.06918767507005,172.29615384615383,205.92274774774776,113.23768844221104,500.0,172.29615384615383,205.92274774774776,113.23768844221104,500.0
2025-03-24 12:00:00,163.96688535759233,205.11247051630505,198.0585145659113,52.62849020329399,39.17716996735941,144.70603015075378,149.92207030939736,143.4748743718593,153.90695468914646,151.9145124992719,213.10958643047687,143.4748743718593,305.06918767507005,176.30031612223394,216.1150900900901,143.4748743718593,305.06918767507005,168.72571127502636,205.6427927927928,113.23768844221104,500.0,168.72571127502636,205.6427927927928,113.23768844221104,500.0
2025-03-24 13:00:00,158.13920709977705,201.63496788195312,198.27623497335773,54.47470062084077,38.91923766771952,144.70603015075378,151.19224944532994,143.4748743718593,156.4473129610116,151.9145124992719,181.4029768177029,143.4748743718593,305.06918767507005,167.36388303477344,216.1150900900901,143.4748743718593,305.06918767507005,166.00721812434142,205.36283783783784,113.23768844221104,500.0,166.00721812434142,205.36283783783784,113.23768844221104,500.0
2025-03-24 14:00:00,157.27865212963306,198.4660608294844,198.618735851475,54.988479540462585,38.645961983074265,149.96109366643543,164.6750790305585,143.4748743718593,172.90284510010537,151.9145124992719,174.1936775553214,143.4748743718593,191.4133825079031,167.36388303477344,216.1150900900901,143.4748743718593,305.06918767507005,166.4486828240253,205.0828828828829,113.23768844221104,500.0,166.4486828240253,205.0828828828829,113.23768844221104,500.0
2025-03-24 15:00:00,160.3826739069425,194.9623690977105,199.17917227578133,54.01119696179077,38.403122373521285,164.6750790305585,181.26485774499477,156.4473129610116,189.6268703898841,151.9145124992719,174.1936775553214,143.4748743718593,189.6268703898841,167.36388303477344,216.1150900900901,143.4748743718593,305.06918767507005,167.58719704952583,204.9614864864865,113.23768844221104,500.0,167.58719704952583,204.9614864864865,113.23768844221104,500.0
2025-03-24 16:00:00,168.85418746475742,190.89848020882164,200.0079393199593,50.954235225634,38.29481704247239,181.26485774499477,197.1814532129601,172.90284510010537,204.73603603603604,151.9145124992719,177.08385142255003,143.4748743718593,204.73603603603604,167.36388303477344,216.1150900900901,143.4748743718593,305.06918767507005,168.72571127502636,204.90945945945947,113.23768844221104,500.0,168.72571127502636,204.90945945945947,113.23768844221104,500.0
2025-03-24 17:00:00,179.61690872873498,185.2580898184312,200.7682802193413,43.63215628948349,38.31555681579131,197.1814532129601,207.6247747747748,189.6268703898841,210.51351351351352,151.9145124992719,193.40416180142208,143.4748743718593,210.51351351351352,167.36388303477344,216.1150900900901,143.4748743718593,305.06918767507005,169.86422550052686,205.36283783783784,113.23768844221104,500.0,169.86422550052686,205.36283783783784,113.23768844221104,500.0
2025-03-24 18:00:00,187.7934005132635,175.8801429354279,200.4974205424885,22.531396656571,38.35130682817879,198.63493055753327,207.6247747747748,192.5338250790305,210.51351351351352,153.81978120317075,195.5843778182819,143.4748743718593,210.51351351351352,167.36388303477344,215.80292792792795,143.4748743718593,305.06918767507005,169.86422550052686,204.82274774774777,113.23768844221104,500.0,171.0027397260274,205.0828828828829,113.23768844221104,500.0
2025-03-24 19:00:00,188.8940503200777,173.5166287099274,198.77004986306304,22.239538371468846,39.08933159361872,177.7925184404636,201.523669296272,163.05121180189673,210.51351351351352,161.40023709167545,195.5843778182819,143.4748743718593,210.51351351351352,161.40023709167545,206.1804054054054,143.4748743718593,305.06918767507005,166.00721812434142,204.82274774774777,113.23768844221104,500.0,167.58719704952583,204.9961711711712,113.23768844221104,500.0
2025-03-24 20:00:00,185.465599319024,171.3721257243285,196.5989415445232,22.989059155970068,40.19228828969863,157.69167544783983,177.7925184404636,152.33213909378293,192.5338250790305,161.40023709167545,195.5843778182819,152.33213909378293,210.51351351351352,155.81222339304531,195.5843778182819,143.4748743718593,305.06918767507005,164.27492096944152,204.82274774774777,113.23768844221104,500.0,165.56575342465754,204.90945945945947,113.23768844221104,500.0
2025-03-24 21:00:00,177.1990606192024,168.79086726307244,193.90853908175893,24.708943834225504,41.76397510005047,146.17988864236884,157.69167544783983,140.02763819095478,163.05121180189673,160.37144362486828,195.5843778182819,140.02763819095478,210.51351351351352,153.51325079030556,191.69349315068496,140.02763819095478,305.06918767507005,161.40023709167545,204.82274774774777,113.23768844221104,500.0,164.27492096944152,204.82274774774777,113.23768844221104,500.0
2025-03-24 22:00:00,164.157208717049,166.50569809090322,190.58696499510947,27.33869869689197,43.861090012645725,133.2562814070352,146.17988864236884,126.4849246231156,152.33213909378293,149.25601386807588,195.5843778182819,126.4849246231156,210.51351351351352,150.73340080274926,190.07349841938884,126.4849246231156,210.51351351351352,161.40023709167545,204.82274774774777,113.23768844221104,500.0,163.05121180189673,204.73603603603604,113.23768844221104,500.0
2025-03-24 23:00:00,148.24825629729256,163.93258251301378,186.83600316644663,30.69737132182271,46.346444922749406,120.77236180904524,133.2562814070352,115.05979899497488,140.02763819095478,136.64195979899498,195.5843778182819,115.05979899497488,210.51351351351352,145.321608040201,180.9563487881981,115.05979899497488,210.51351351351352,161.40023709167545,204.82274774774777,115.05979899497488,500.0,158.09828767123287,204.70135135135132,113.23768844221104,500.0
2025-03-25 00:00:00,134.74085999015097,161.26713025170724,183.18980038400616,33.86084310414181,48.72903991877445,113.2746231155779,120.77236180904524,111.4894472361809,126.4849246231156,123.62864321608042,170.42186512118016,111.4894472361809,210.51351351351352,142.61306532663318,177.08385142255003,111.4894472361809,210.51351351351352,155.81222339304531,204.631981981982,111.4894472361809,305.06918767507005,155.177133825079,204.66666666666669,111.4894472361809,500.0
