timestamp,aqi_numeric,temperature,relative_humidity,wind_speed,pressure,pm2_5,pm10,no2,o3,hour,day_of_week,is_weekend,pm2_5_lag24h,pm10_lag24h,no2_lag24h,o3_lag24h,temperature_lag24h,relative_humidity_lag24h,wind_speed_lag24h,pressure_lag24h,aqi_lag1h,aqi_lag3h,aqi_lag6h,pm25_lag6h,pm10_lag6h,pm2_5_lag48h,pm10_lag48h,no2_lag48h,o3_lag48h,aqi_numeric_lag48h,pm2_5_lag72h,pm10_lag72h,no2_lag72h,o3_lag72h,aqi_numeric_lag72h,temperature_lag48h,relative_humidity_lag48h,pressure_lag48h,temperature_lag72h,relative_humidity_lag72h,pressure_lag72h,pm2_5_rolling_mean_6h,pm10_rolling_mean_6h,aqi_numeric_rolling_mean_6h,temperature_rolling_mean_6h,relative_humidity_rolling_mean_6h,pm2_5_rolling_mean_12h,pm10_rolling_mean_12h,aqi_numeric_rolling_mean_12h,temperature_rolling_mean_12h,relative_humidity_rolling_mean_12h,pm2_5_rolling_mean_24h,pm10_rolling_mean_24h,aqi_numeric_rolling_mean_24h,temperature_rolling_mean_24h,relative_humidity_rolling_mean_24h,pm2_5_rolling_std_12h,pm10_rolling_std_12h,aqi_numeric_rolling_std_12h,pm2_5_rolling_std_24h,pm10_rolling_std_24h,aqi_numeric_rolling_std_24h,hour_sin,hour_cos,dow_sin,dow_cos,month,season,day_of_year,doy_sin,doy_cos,pm25_humidity_interaction,pm25_temp_interaction,pm10_wind_interaction,pm25_pm10_ratio,pm2_5_change_1h,pm2_5_change_3h,pm10_change_1h,pm10_change_3h,aqi_numeric_change_1h,aqi_numeric_change_3h,temperature_change_1h,temperature_change_3h,hour_since_midnight,is_peak_pollution_hour,is_low_pollution_hour
2025-07-07 11:00:00,77.53991416309013,34.0,60.0,11.0,998.0,24.72,38.85,1.17,100.86,11,0,0,53.34,98.59,2.36,99.62,31.0,71.0,15.0,997.0,79.30643776824034,85.76266094420602,104.54572864321608,36.94,56.3,62.42,111.88,1.08,129.96,154.57302423603792,54.95,79.64,0.97,135.37,148.891959798995,39.0,54.0,992.0,36.0,60.0,998.0,28.723333333333333,44.32333333333333,85.95894134477828,32.333333333333336,69.83333333333333,37.00833333333333,55.79,105.53658960036233,30.666666666666668,75.25,47.232499999999995,76.91583333333334,128.63662635962928,30.125,77.29166666666667,9.827877633950246,13.604573428881013,23.195697700199524,12.505664542606205,23.690664445811777,28.554230624089275,0.258819045102521,-0.9659258262890682,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1483.1999999999998,840.48,3.5000000000000004,0.6346598202824133,-0.8399999999999999,-3.91,-0.9600000000000009,-5.149999999999999,-1.766523605150212,-8.222746781115887,1.0,2.0,11,0,0
2025-07-07 12:00:00,75.81545064377683,33.0,63.0,28.0,998.0,23.9,37.7,1.43,98.74,12,0,0,54.2,99.0,2.76,99.43,32.0,67.0,11.0,996.0,77.53991416309013,81.6618025751073,99.03261802575108,34.94,53.34,63.5,115.16,1.27,128.76,155.13066385669126,55.63,81.31,1.2,134.35,151.06712328767122,38.0,60.0,992.0,36.0,60.0,996.0,26.88333333333333,41.71666666666667,82.08941344778256,32.5,67.83333333333333,34.594166666666666,52.365833333333335,99.8736811741109,31.083333333333332,73.5,45.97,74.36166666666666,125.66871904767608,30.166666666666668,77.125,9.109218565761246,12.407760371003253,21.224230277828685,13.27733210498675,24.49693426545023,30.211364603157797,1.2246467991473532e-16,-1.0,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1505.6999999999998,788.6999999999999,1.3416370106761566,0.6322751322751322,-0.8200000000000003,-2.780000000000001,-1.1499999999999986,-3.5,-1.7244635193133036,-5.846351931330474,-1.0,2.0,12,0,0
2025-07-07 13:00:00,76.80386266094422,32.0,59.0,11.0,997.0,24.37,38.3,2.08,94.71,13,0,0,55.6,100.7,3.19,100.7,31.0,75.0,19.0,996.0,75.81545064377683,79.30643776824034,92.45021459227468,31.81,48.74,65.13,118.82,1.93,125.87,155.9722866174921,57.6,84.57,1.97,131.69,152.08429926238145,37.0,60.0,992.0,36.0,60.0,995.0,25.643333333333334,39.97666666666667,79.48168812589415,32.5,65.16666666666667,32.61083333333333,49.73666666666667,95.25754577609075,31.416666666666668,71.41666666666667,44.668749999999996,71.76166666666667,122.57506193779005,30.208333333333332,76.45833333333333,8.451914746305123,11.687907763102158,19.509510646891005,13.81209089498509,24.88826433179437,31.281676389231873,-0.2588190451025208,-0.9659258262890683,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1437.8300000000002,779.84,3.4504504504504503,0.6346354166666667,0.4700000000000024,-1.1899999999999977,0.5999999999999943,-1.5100000000000051,0.9884120171673914,-2.502575107296124,-1.0,-1.0,13,0,1
2025-07-07 14:00:00,80.06351931330474,32.0,59.0,11.0,997.0,25.92,40.75,2.92,90.03,14,0,0,56.73,101.63,3.52,99.77,30.0,79.0,11.0,996.0,76.80386266094422,77.53991416309013,85.76266094420602,28.63,44.0,66.48,121.11,2.93,119.94,156.66933614330875,60.17,88.45,3.15,125.48,153.41127502634353,36.0,67.0,993.0,35.0,63.0,995.0,25.191666666666666,39.435,78.5318311874106,32.5,62.5,30.89,47.46333333333333,91.24135664013919,31.666666666666668,69.75,43.385,69.22500000000001,119.59291317717917,30.291666666666668,75.625,7.386456894517704,10.386952771567957,16.882255750146268,14.071692522039026,24.814060705488025,31.798143484562754,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1529.2800000000002,829.44,3.671171171171171,0.6345165238678091,1.5500000000000007,1.2000000000000028,2.450000000000003,1.8999999999999986,3.259656652360519,2.523605150214607,0.0,-2.0,14,0,1
2025-07-07 15:00:00,83.40729613733907,32.0,59.0,11.0,997.0,27.51,43.39,3.4,86.6,15,0,0,57.37,101.98,3.62,97.91,30.0,79.0,7.0,996.0,80.06351931330474,75.81545064377683,81.6618025751073,26.68,41.2,67.33,122.51,3.48,114.74,157.10821917808218,62.2,91.61,3.81,119.83,154.45943097997892,35.0,71.0,993.0,35.0,63.0,995.0,25.33,39.800000000000004,78.8227467811159,32.666666666666664,60.5,29.301666666666666,45.321666666666665,87.50381557285714,31.916666666666668,68.08333333333333,42.14083333333333,66.78375,116.73631957138072,30.375,74.79166666666667,5.522232475654634,7.866009538552631,12.27947968986929,14.101453491741104,24.328806831569416,31.84293864774717,-0.7071067811865471,-0.7071067811865479,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1623.0900000000001,880.32,3.9090090090090093,0.6325592090135663,1.5899999999999999,3.610000000000003,2.6400000000000006,5.689999999999998,3.343776824034336,7.591845493562246,0.0,-1.0,15,0,1
2025-07-07 16:00:00,87.5502145922747,31.0,63.0,7.0,998.0,29.48,46.37,3.95,81.55,16,0,0,57.61,100.41,4.04,92.68,29.0,84.0,11.0,996.0,83.40729613733907,76.80386266094422,79.30643776824034,25.56,39.81,66.73,121.24,3.69,109.36,156.79841938883035,62.99,91.94,4.28,112.21,154.86733403582718,35.0,71.0,994.0,34.0,71.0,996.0,25.983333333333334,40.89333333333334,80.19670958512162,32.333333333333336,60.5,28.37166666666667,44.0625,85.32831000496043,32.083333333333336,66.75,40.96875,64.53208333333335,114.0471842380504,30.458333333333332,73.91666666666667,4.226977930420968,6.042248415042664,9.134841521951186,13.92776966835719,23.570251880959542,31.45030744985129,-0.8660254037844385,-0.5000000000000004,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,1857.24,913.88,6.530985915492958,0.6343877770604691,1.9699999999999989,5.109999999999999,2.979999999999997,8.07,4.142918454935625,10.74635193133048,-1.0,-1.0,16,0,1
2025-07-07 17:00:00,92.45021459227468,31.0,63.0,7.0,999.0,31.81,49.92,4.69,75.58,17,0,0,58.3,99.45,4.72,86.33,29.0,84.0,11.0,997.0,87.5502145922747,80.06351931330474,77.53991416309013,24.72,38.85,66.21,119.77,3.78,106.31,156.5299262381454,63.88,92.38,4.71,106.42,155.32687038988408,35.0,67.0,995.0,34.0,71.0,997.0,27.165000000000003,42.73833333333334,82.68175965665237,31.833333333333332,61.0,27.944166666666664,43.530833333333334,84.32035050071532,32.083333333333336,65.41666666666667,39.865,62.468333333333334,111.54737099815178,30.541666666666668,73.04166666666667,3.4739745598446583,5.070039372866725,7.305783409110988,13.538794179176948,22.52519394630895,30.63942139667955,-0.9659258262890683,-0.25881904510252063,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2004.03,986.11,7.030985915492958,0.6359456217512994,2.3299999999999983,5.889999999999997,3.5500000000000043,9.170000000000002,4.899999999999977,12.386695278969938,0.0,-1.0,17,0,0
2025-07-07 18:00:00,96.4038626609442,31.0,63.0,7.0,999.0,33.69,53.03,5.3,70.32,18,0,0,58.84,99.1,5.25,81.13,30.0,79.0,7.0,998.0,92.45021459227468,83.40729613733907,75.81545064377683,23.9,37.7,64.92,117.21,3.71,104.12,155.86385669125394,64.38,93.04,4.9,102.45,155.58503688092728,35.0,67.0,996.0,34.0,71.0,998.0,28.796666666666667,45.29333333333333,86.11316165951361,31.5,61.0,27.840000000000003,43.504999999999995,84.10128755364808,32.0,64.41666666666667,38.81708333333333,60.54874999999999,109.20067560235077,30.583333333333332,72.375,3.2571069148201346,5.016017072610682,6.849709820861685,12.967519114803068,21.191270005747995,29.483527747901483,-1.0,-1.8369701987210297e-16,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2122.47,1044.3899999999999,7.469014084507043,0.6341050254093732,1.879999999999999,6.179999999999996,3.1099999999999994,9.64,3.953648068669523,12.996566523605125,0.0,-1.0,18,1,0
2025-07-07 19:00:00,98.6961373390558,31.0,63.0,7.0,999.0,34.78,55.14,5.76,65.01,19,0,0,58.82,97.96,5.55,76.14,30.0,79.0,7.0,998.0,96.4038626609442,87.5502145922747,76.80386266094422,24.37,38.3,62.1,112.77,3.43,101.56,154.4077976817703,64.05,93.06,4.81,99.28,155.41464699683877,34.0,67.0,996.0,34.0,60.0,998.0,30.531666666666666,48.1,89.76187410586554,31.333333333333332,61.666666666666664,28.087500000000002,44.038333333333334,84.62178111587983,31.916666666666668,63.416666666666664,37.81541666666667,58.76458333333334,106.94992192895613,30.625,71.70833333333333,3.672549585038853,5.8877327529102095,7.723387539347951,12.264657594316567,19.651156837098036,28.044016864513843,-0.9659258262890684,0.2588190451025203,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2191.14,1078.18,7.766197183098592,0.6296162201303404,1.0900000000000034,5.300000000000001,2.1099999999999994,8.770000000000003,2.292274678111596,11.145922746781096,0.0,0.0,19,1,0
2025-07-07 20:00:00,101.9110552763819,31.0,63.0,7.0,999.0,35.87,57.36,6.11,60.06,20,0,0,59.03,97.36,5.72,71.58,29.0,84.0,7.0,998.0,98.6961373390558,92.45021459227468,80.06351931330474,25.92,40.75,59.47,108.93,3.31,98.15,153.04984193888305,63.89,93.29,4.44,97.53,155.33203371970495,34.0,67.0,996.0,33.0,75.0,998.0,32.190000000000005,50.86833333333333,93.40313009971173,31.166666666666668,62.333333333333336,28.690833333333334,45.151666666666664,85.96748064356116,31.833333333333332,62.416666666666664,36.85041666666667,57.09791666666666,104.82860525602348,30.708333333333332,70.83333333333333,4.309278484924066,7.031814499224936,9.204960982096985,11.4038107586399,17.849081325565745,26.2941729004826,-0.8660254037844386,0.5000000000000001,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2259.81,1111.97,8.07887323943662,0.6242603550295858,1.0899999999999963,4.059999999999999,2.219999999999999,7.439999999999998,3.2149179373261063,9.460840684107225,0.0,0.0,20,1,0
2025-07-07 21:00:00,104.76733668341708,31.0,63.0,7.0,999.0,37.03,59.75,6.34,55.98,21,0,0,58.99,96.79,5.73,67.64,29.0,84.0,7.0,998.0,101.9110552763819,96.4038626609442,83.40729613733907,27.51,43.39,56.93,105.79,3.21,94.63,151.73835616438356,63.73,93.31,3.97,97.77,155.24942044257114,32.0,75.0,995.0,32.0,75.0,998.0,33.776666666666664,53.595,96.9631368573914,31.0,63.0,29.55333333333333,46.6975,87.89294181925364,31.833333333333332,61.75,35.93541666666667,55.55458333333333,102.82716086335415,30.791666666666668,69.95833333333333,4.8695721920263635,8.049455232837174,10.54191326486006,10.385726818956972,15.745213483624818,24.2309893144176,-0.7071067811865477,0.7071067811865474,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2332.89,1147.93,8.41549295774648,0.6187134502923977,1.1600000000000037,3.3400000000000034,2.3900000000000006,6.719999999999999,2.8562814070351834,8.363474022472886,0.0,0.0,21,0,0
2025-07-07 22:00:00,107.50050251256282,29.0,70.0,7.0,999.0,38.14,61.92,6.43,52.43,22,0,0,57.83,93.97,5.52,64.85,28.0,79.0,7.0,998.0,104.76733668341708,98.6961373390558,87.5502145922747,29.48,46.37,55.16,102.71,3.43,89.03,149.40904522613064,63.26,92.52,3.61,98.46,155.0067439409905,28.5,87.0,994.3,32.0,75.0,998.0,35.22,56.18666666666667,100.28818484410608,30.666666666666668,64.16666666666667,30.60166666666667,48.54,90.24244721461385,31.5,62.333333333333336,35.115,54.219166666666666,100.96455447436671,30.833333333333332,69.58333333333333,5.269433009579588,8.822905108038402,11.548071721806942,9.302149821647651,13.551743644162354,21.873984197768486,-0.5000000000000004,0.8660254037844384,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2669.8,1106.06,8.721126760563381,0.6149629151886488,1.1099999999999994,3.3599999999999994,2.1700000000000017,6.780000000000001,2.733165829145733,8.804365173507023,-2.0,-2.0,22,0,0
2025-07-07 23:00:00,109.8889447236181,29.0,70.0,19.0,999.0,39.11,63.94,6.3,50.12,23,0,0,56.16,88.15,5.34,63.47,28.0,79.0,7.0,998.0,107.50050251256282,101.9110552763819,92.45021459227468,31.81,49.92,54.73,100.52,3.95,82.1,148.3502512562814,63.29,92.18,3.53,97.9,155.0222339304531,31.0,84.0,995.0,32.0,75.0,999.0,36.43666666666667,58.52333333333333,103.19463986599665,30.333333333333332,65.33333333333333,31.80083333333333,50.630833333333335,92.93819976132453,31.083333333333332,63.166666666666664,34.404583333333335,53.21041666666667,99.23739468084341,30.875,69.20833333333333,5.443744463868701,9.278935536847193,12.076886648549548,8.21225276468318,11.689303352309418,19.19592797778224,-0.25881904510252157,0.9659258262890681,0.0,1.0,7,2,188,-0.09453674981719933,-0.9955213724144752,2737.7,1134.19,3.347643979057591,0.6107120549656465,0.9699999999999989,3.240000000000002,2.019999999999996,6.579999999999998,2.3884422110552777,7.977889447236194,0.0,-2.0,23,0,0
2025-07-08 00:00:00,112.40050251256282,28.0,84.0,19.0,999.0,40.13,66.09,6.01,49.9,0,1,0,52.87,78.79,4.97,64.31,28.0,84.0,7.0,999.0,109.8889447236181,104.76733668341708,96.4038626609442,33.69,53.03,54.57,99.07,4.47,75.37,147.9562814070352,63.34,92.28,3.5,97.89,155.04805057955744,31.0,84.0,995.0,31.0,79.0,998.0,37.51,60.70000000000001,105.86074650793309,29.833333333333332,68.83333333333333,33.153333333333336,52.99666666666667,95.98695408372335,30.666666666666668,64.91666666666667,33.87375,52.68125,97.93031762891712,30.875,69.20833333333333,5.317028105888643,9.301507535031023,11.978833447374369,7.331264682703692,10.729001457852547,16.970824456618665,0.0,1.0,0.7818314824680298,0.6234898018587336,7,2,189,-0.11165900712169444,-0.9937465804361781,3370.92,1123.64,3.4602094240837697,0.6062849373017073,1.0200000000000031,3.1000000000000014,2.1500000000000057,6.340000000000003,2.511557788944728,7.633165829145739,-1.0,-3.0,0,0,0
2025-07-08 01:00:00,112.81909547738692,28.0,79.0,15.0,999.0,40.3,66.93,5.45,52.68,1,1,0,48.17,69.85,4.13,68.58,28.0,84.0,7.0,999.0,112.40050251256282,107.50050251256282,98.6961373390558,34.78,55.14,54.14,97.33,4.94,69.58,146.89748743718593,62.74,91.89,3.51,97.96,154.7382507903056,31.0,79.0,997.0,31.0,79.0,998.0,38.43,62.665,108.21457286432161,29.333333333333332,71.5,34.48083333333333,55.3825,98.98822348509357,30.333333333333332,66.58333333333333,33.54583333333333,52.559583333333336,97.12288463059217,30.875,69.0,4.896747451735903,8.84995030802673,11.223577170345248,6.822355781240794,10.54074804670197,15.681606962061114,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,7,2,189,-0.11165900712169444,-0.9937465804361781,3183.7,1128.3999999999999,4.432450331125828,0.6012233328360435,0.1699999999999946,2.1599999999999966,0.8400000000000034,5.010000000000005,0.4185929648241,5.318592964824106,0.0,-1.0,1,0,0
