timestamp,aqi_category,pm2_5,pm10,co,no2,o3,so2,nh3,temperature,relative_humidity,pressure,wind_speed,wind_direction,weather_description
2025-08-13 02:21:34,4,57.1,154.08,218.24,3.28,90.78,4,2.04,31,62,999,3.58,350,overcast clouds
