timestamp,aqi_category,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-04-21 13:00:00,3.0,198.65,0.09,2.51,133.64,2.12,18.07,36.95,10.58
2025-04-21 14:00:00,3.0,244.53,0.02,4.81,118.56,2.35,19.92,41.43,17.36
2025-04-21 15:00:00,3.0,286.96,0.0,6.29,107.52,2.54,21.67,46.23,23.56
2025-04-21 16:00:00,2.0,315.54,0.0,7.11,98.58,2.63,22.92,49.82,28.65
2025-04-21 17:00:00,3.0,334.17,0.0,7.29,91.84,2.67,24.14,52.66,30.45
2025-04-21 18:00:00,3.0,336.82,0.0,7.02,89.18,2.64,24.9,54.0,29.92
2025-04-21 19:00:00,3.0,322.69,0.0,6.38,87.77,2.53,24.86,53.12,27.71
2025-04-21 20:00:00,3.0,319.23,0.0,5.98,81.97,2.32,25.07,52.8,27.48
2025-04-21 21:00:00,3.0,317.56,0.0,5.48,76.69,2.1,25.25,53.06,28.12
2025-04-21 22:00:00,3.0,315.71,0.0,5.05,72.24,1.88,24.93,52.56,29.3
2025-04-21 23:00:00,3.0,323.0,0.0,4.86,68.68,1.71,24.55,51.69,30.09
2025-04-22 00:00:00,3.0,333.85,0.0,4.77,65.66,1.59,24.0,50.64,30.44
2025-04-22 01:00:00,2.0,343.32,0.0,4.63,63.55,1.57,22.87,49.0,29.61
2025-04-22 02:00:00,2.0,366.05,0.18,5.09,60.7,1.64,22.0,47.98,28.39
2025-04-22 03:00:00,2.0,391.5,0.81,4.96,63.88,1.75,21.45,47.59,26.53
2025-04-22 04:00:00,2.0,337.77,0.63,3.32,98.69,1.79,18.2,41.77,16.67
2025-04-22 05:00:00,3.0,311.17,0.4,2.3,117.22,1.78,18.8,41.53,13.85
2025-04-22 06:00:00,3.0,291.74,0.26,1.63,132.1,1.81,20.4,42.72,12.34
2025-04-22 07:00:00,4.0,196.71,0.1,0.67,144.3,1.6,15.6,33.8,6.24
2025-04-22 08:00:00,3.0,167.67,0.09,0.53,139.86,1.3,12.97,28.54,4.71
2025-04-22 09:00:00,3.0,157.14,0.08,0.53,137.18,1.17,11.77,26.17,4.24
2025-04-22 10:00:00,3.0,153.49,0.09,0.58,136.86,1.15,11.35,25.53,4.26
2025-04-22 11:00:00,3.0,152.21,0.09,0.68,135.99,1.2,11.22,25.66,4.63
2025-04-22 12:00:00,3.0,152.51,0.08,0.85,134.89,1.24,11.07,25.85,5.04
2025-04-22 13:00:00,3.0,176.15,0.11,2.34,125.74,1.37,11.7,27.7,8.93
2025-04-22 14:00:00,3.0,218.3,0.02,4.53,111.69,1.61,13.13,31.51,14.8
2025-04-22 15:00:00,3.0,256.39,0.0,5.76,101.25,1.84,14.71,35.68,19.52
2025-04-22 16:00:00,2.0,278.3,0.0,6.25,93.24,1.98,15.93,38.8,23.21
2025-04-22 17:00:00,2.0,298.0,0.0,6.55,88.92,2.09,17.16,42.23,26.82
2025-04-22 18:00:00,2.0,311.68,0.0,6.77,86.59,2.12,18.07,44.93,30.74
2025-04-22 19:00:00,2.0,312.22,0.0,6.74,84.43,2.03,18.31,45.83,34.37
2025-04-22 20:00:00,2.0,312.67,0.0,6.43,80.63,1.91,18.7,46.87,36.57
2025-04-22 21:00:00,2.0,311.99,0.0,5.91,76.07,1.79,19.16,48.03,37.1
2025-04-22 22:00:00,2.0,305.91,0.0,5.38,71.58,1.64,19.33,48.4,36.4
2025-04-22 23:00:00,2.0,300.17,0.0,4.99,68.76,1.54,19.48,48.65,36.26
2025-04-23 00:00:00,2.0,297.35,0.0,4.74,67.29,1.46,19.57,48.64,36.4
2025-04-23 01:00:00,2.0,294.98,0.0,4.48,66.82,1.41,19.28,47.92,36.17
2025-04-23 02:00:00,2.0,307.93,0.1,4.91,65.99,1.5,19.21,48.29,35.2
2025-04-23 03:00:00,2.0,329.64,0.52,5.2,69.31,1.67,19.48,49.64,33.59
2025-04-23 04:00:00,2.0,292.02,0.6,3.79,99.86,1.8,18.11,46.1,21.25
2025-04-23 05:00:00,3.0,275.0,0.47,2.7,115.33,1.75,18.92,45.59,17.37
2025-04-23 06:00:00,3.0,257.3,0.29,1.83,130.47,1.76,21.2,47.23,15.23
2025-04-23 07:00:00,4.0,173.43,0.09,0.62,143.02,1.34,14.59,32.73,6.36
2025-04-23 08:00:00,3.0,146.86,0.07,0.48,137.54,0.97,10.73,24.14,4.38
2025-04-23 09:00:00,3.0,137.5,0.07,0.47,134.61,0.86,9.41,21.31,3.85
2025-04-23 10:00:00,3.0,133.94,0.07,0.5,134.51,0.83,8.88,20.28,3.71
2025-04-23 11:00:00,3.0,132.17,0.07,0.57,133.63,0.82,8.58,19.84,3.77
2025-04-23 12:00:00,3.0,131.59,0.07,0.7,132.67,0.82,8.33,19.54,3.88
2025-04-23 13:00:00,3.0,154.54,0.09,2.13,123.97,0.92,8.86,21.36,7.46
2025-04-23 14:00:00,3.0,195.16,0.02,4.28,110.36,1.13,10.12,25.14,12.83
2025-04-23 15:00:00,2.0,230.62,0.0,5.47,99.61,1.36,11.52,29.15,16.93
2025-04-23 16:00:00,2.0,252.01,0.0,5.99,91.71,1.54,12.75,32.67,21.42
2025-04-23 17:00:00,2.0,272.27,0.0,6.4,88.19,1.71,14.08,36.67,27.2
2025-04-23 18:00:00,2.0,286.54,0.0,6.76,86.1,1.81,15.16,39.93,32.42
2025-04-23 19:00:00,2.0,287.59,0.0,6.77,83.99,1.79,15.7,41.57,36.99
2025-04-23 20:00:00,2.0,285.57,0.0,6.39,81.83,1.73,16.28,43.11,41.18
2025-04-23 21:00:00,2.0,281.63,0.0,5.8,79.47,1.66,16.96,44.64,44.57
2025-04-23 22:00:00,2.0,273.91,0.0,5.25,75.53,1.52,17.16,44.8,43.18
2025-04-23 23:00:00,2.0,270.15,0.0,4.98,72.27,1.41,17.42,45.21,42.79
2025-04-24 00:00:00,2.0,274.2,0.0,4.92,69.15,1.33,17.68,45.72,42.46
2025-04-24 01:00:00,2.0,283.97,0.0,5.03,65.5,1.29,17.72,45.82,40.94
2025-04-24 02:00:00,2.0,306.83,0.21,5.5,62.72,1.37,17.92,46.94,38.69
2025-04-24 03:00:00,2.0,332.11,0.85,5.39,66.81,1.51,18.39,48.71,35.56
2025-04-24 04:00:00,3.0,287.75,0.67,3.56,100.83,1.44,16.75,43.94,21.76
2025-04-24 05:00:00,3.0,269.83,0.45,2.49,116.96,1.44,18.27,44.39,17.96
2025-04-24 06:00:00,3.0,253.32,0.28,1.71,131.48,1.49,21.42,47.36,16.0
2025-04-24 07:00:00,4.0,174.06,0.09,0.6,142.78,1.33,14.59,33.89,6.72
2025-04-24 08:00:00,3.0,150.08,0.07,0.46,138.86,1.07,11.76,27.37,4.78
2025-04-24 09:00:00,3.0,141.13,0.07,0.47,136.73,0.98,10.74,25.11,4.25
2025-04-24 10:00:00,3.0,138.54,0.07,0.52,136.71,0.99,10.46,24.73,4.19
2025-04-24 11:00:00,3.0,137.93,0.07,0.63,135.63,1.05,10.43,25.03,4.48
2025-04-24 12:00:00,3.0,138.24,0.06,0.82,133.99,1.1,10.35,25.25,4.82
2025-04-24 13:00:00,3.0,149.34,0.05,1.54,129.03,1.14,10.65,26.33,6.83
2025-04-24 14:00:00,3.0,170.04,0.01,2.5,122.16,1.22,11.43,28.49,10.1
2025-04-24 15:00:00,3.0,189.15,0.0,2.93,117.15,1.32,12.27,30.6,12.93
2025-04-24 16:00:00,3.0,201.94,0.0,3.11,111.09,1.37,12.91,31.88,15.38
2025-04-24 17:00:00,3.0,216.78,0.0,3.31,106.28,1.42,13.7,33.53,17.83
2025-04-24 18:00:00,3.0,227.05,0.0,3.52,102.27,1.43,14.3,34.89,19.85
2025-04-24 19:00:00,2.0,229.53,0.0,3.71,96.82,1.37,14.58,35.29,21.53
2025-04-24 20:00:00,2.0,233.72,0.0,3.8,91.46,1.32,14.96,35.71,23.52
2025-04-24 21:00:00,2.0,239.11,0.0,3.73,87.16,1.29,15.3,36.17,25.33
2025-04-24 22:00:00,2.0,244.67,0.0,3.7,81.84,1.28,15.33,36.13,26.95
2025-04-24 23:00:00,2.0,255.45,0.0,3.82,77.72,1.33,15.46,36.71,28.94
2025-04-25 00:00:00,2.0,270.9,0.0,4.06,74.6,1.41,15.66,37.81,31.18
2025-04-25 01:00:00,2.0,287.94,0.0,4.41,71.52,1.54,15.66,38.69,32.87
2025-04-25 02:00:00,2.0,316.97,0.17,5.19,69.68,1.82,15.79,40.29,31.98
2025-04-25 03:00:00,2.0,345.53,0.7,5.35,76.27,2.22,16.08,42.0,29.51
2025-04-25 04:00:00,3.0,298.63,0.51,3.32,106.84,2.7,15.19,40.74,20.52
2025-04-25 05:00:00,3.0,282.18,0.35,2.27,124.67,2.81,16.63,41.29,17.56
2025-04-25 06:00:00,3.0,265.92,0.24,1.64,139.69,2.83,18.78,42.45,15.58
2025-04-25 07:00:00,4.0,186.36,0.11,0.75,146.3,1.95,12.99,27.85,7.36
2025-04-25 08:00:00,4.0,159.26,0.08,0.57,144.11,1.44,11.25,23.58,5.23
2025-04-25 09:00:00,4.0,149.96,0.08,0.58,142.71,1.33,10.78,22.59,4.72
2025-04-25 10:00:00,4.0,147.08,0.07,0.62,143.7,1.34,10.76,22.62,4.58
2025-04-25 11:00:00,4.0,145.71,0.06,0.7,143.77,1.39,10.82,22.91,4.64
2025-04-25 12:00:00,4.0,145.85,0.05,0.82,143.57,1.46,10.91,23.41,4.75
2025-04-25 13:00:00,3.0,168.71,0.07,2.27,133.97,1.59,11.61,25.43,8.42
2025-04-25 14:00:00,3.0,209.62,0.01,4.39,119.1,1.75,12.84,29.22,14.15
2025-04-25 15:00:00,3.0,245.73,0.0,5.56,108.4,1.9,14.1,33.33,19.07
2025-04-25 16:00:00,3.0,266.77,0.0,6.01,100.57,1.95,14.97,36.31,23.3
2025-04-25 17:00:00,2.0,281.33,0.0,6.12,95.15,1.96,15.81,38.91,25.47
2025-04-25 18:00:00,2.0,289.9,0.0,6.14,90.75,1.92,16.4,40.43,26.43
2025-04-25 19:00:00,2.0,285.29,0.0,5.91,86.25,1.79,16.4,40.03,26.34
2025-04-25 20:00:00,2.0,279.41,0.0,5.39,82.82,1.64,16.5,39.63,26.79
2025-04-25 21:00:00,2.0,271.86,0.0,4.77,80.01,1.49,16.6,39.3,27.53
2025-04-25 22:00:00,2.0,260.1,0.0,4.3,75.69,1.34,16.45,38.46,27.9
2025-04-25 23:00:00,2.0,254.65,0.0,4.13,71.64,1.23,16.44,38.35,28.81
2025-04-26 00:00:00,2.0,256.26,0.0,4.13,69.03,1.17,16.49,38.75,30.5
2025-04-26 01:00:00,2.0,262.12,0.0,4.22,68.11,1.19,16.41,39.12,32.44
2025-04-26 02:00:00,2.0,278.61,0.12,4.62,68.13,1.29,16.42,39.92,31.38
2025-04-26 03:00:00,2.0,302.18,0.56,4.57,74.88,1.44,16.39,40.42,27.54
2025-04-26 04:00:00,3.0,276.07,0.52,3.15,102.86,1.34,14.81,36.55,18.42
2025-04-26 05:00:00,3.0,253.63,0.34,2.08,121.39,1.26,15.2,34.85,14.51
2025-04-26 06:00:00,3.0,229.84,0.2,1.35,134.91,1.2,15.5,33.27,11.55
2025-04-26 07:00:00,4.0,180.08,0.09,0.62,144.71,1.04,12.27,26.36,6.0
2025-04-26 08:00:00,4.0,161.84,0.08,0.51,143.71,0.96,11.51,24.68,4.68
2025-04-26 09:00:00,4.0,154.83,0.07,0.51,142.1,0.89,11.04,23.88,4.23
2025-04-26 10:00:00,4.0,153.12,0.07,0.55,142.21,0.85,10.79,23.59,4.18
2025-04-26 11:00:00,4.0,153.43,0.08,0.63,140.71,0.82,10.58,23.42,4.42
2025-04-26 12:00:00,3.0,154.23,0.07,0.77,138.93,0.8,10.23,23.04,4.68
2025-04-26 13:00:00,3.0,162.37,0.06,1.36,134.1,0.82,10.09,23.37,6.57
2025-04-26 14:00:00,3.0,175.36,0.01,2.14,126.75,0.87,10.18,24.33,9.72
2025-04-26 15:00:00,3.0,185.95,0.0,2.45,120.21,0.94,10.29,25.27,12.39
2025-04-26 16:00:00,3.0,195.34,0.0,2.81,109.67,1.0,10.33,25.7,15.62
2025-04-26 17:00:00,2.0,212.51,0.0,3.38,99.32,1.08,10.78,27.11,19.51
2025-04-26 18:00:00,2.0,228.42,0.0,3.92,90.19,1.13,11.27,28.7,22.73
2025-04-26 19:00:00,2.0,234.09,0.0,4.21,82.05,1.1,11.49,29.53,25.19
2025-04-26 20:00:00,2.0,235.44,0.0,4.16,77.1,1.05,11.7,30.59,27.67
2025-04-26 21:00:00,2.0,233.28,0.0,3.94,74.51,1.0,11.89,31.83,30.97
2025-04-26 22:00:00,2.0,227.04,0.0,3.73,72.88,0.98,12.02,32.83,35.28
2025-04-26 23:00:00,2.0,224.66,0.0,3.68,71.95,0.98,12.29,34.05,40.05
2025-04-27 00:00:00,2.0,228.12,0.0,3.77,71.41,1.01,12.72,35.52,45.34
2025-04-27 01:00:00,2.0,234.73,0.0,3.97,70.36,1.04,12.97,36.83,49.55
2025-04-27 02:00:00,2.0,251.62,0.17,4.42,68.95,1.14,13.12,38.53,49.88
2025-04-27 03:00:00,2.0,275.37,0.66,4.56,72.28,1.27,13.75,41.0,46.76
2025-04-27 04:00:00,2.0,269.8,0.74,3.78,94.64,1.41,14.1,42.25,32.39
2025-04-27 05:00:00,3.0,264.98,0.53,2.85,109.81,1.44,16.65,45.09,26.34
2025-04-27 06:00:00,3.0,243.68,0.3,1.87,125.15,1.43,19.63,47.91,22.75
2025-04-27 07:00:00,3.0,155.14,0.09,0.55,135.82,0.94,10.98,28.21,7.17
2025-04-27 08:00:00,3.0,141.76,0.07,0.42,133.78,0.73,9.66,23.69,4.63
2025-04-27 09:00:00,3.0,137.22,0.07,0.43,131.7,0.68,9.53,23.19,4.21
2025-04-27 10:00:00,3.0,136.8,0.07,0.47,131.78,0.69,9.67,23.51,4.21
2025-04-27 11:00:00,3.0,137.45,0.07,0.56,131.35,0.74,9.91,24.19,4.53
2025-04-27 12:00:00,3.0,139.17,0.06,0.71,130.84,0.79,10.1,24.89,4.93
2025-04-27 13:00:00,3.0,159.73,0.08,1.99,122.19,0.91,10.73,26.81,9.83
2025-04-27 14:00:00,3.0,195.06,0.02,3.9,110.16,1.1,11.84,30.33,18.15
2025-04-27 15:00:00,3.0,227.54,0.0,5.08,102.7,1.32,13.06,34.43,26.59
2025-04-27 16:00:00,2.0,248.19,0.0,5.79,98.23,1.49,13.95,37.64,35.12
2025-04-27 17:00:00,2.0,265.37,0.0,6.25,96.7,1.64,14.8,40.55,42.82
2025-04-27 18:00:00,2.0,276.53,0.0,6.57,95.47,1.72,15.42,42.38,49.04
2025-04-27 19:00:00,2.0,277.12,0.0,6.58,93.44,1.69,15.57,42.54,53.31
2025-04-27 20:00:00,2.0,277.88,0.0,6.43,91.65,1.67,15.81,43.16,57.55
2025-04-27 21:00:00,2.0,276.32,0.0,6.07,89.7,1.66,16.27,44.29,61.45
2025-04-27 22:00:00,2.0,268.8,0.0,5.61,86.11,1.59,16.44,44.97,62.88
2025-04-27 23:00:00,2.0,263.41,0.0,5.3,84.22,1.54,16.6,45.87,65.57
2025-04-28 00:00:00,2.0,262.91,0.0,5.16,82.81,1.52,17.08,47.15,68.96
2025-04-28 01:00:00,2.0,265.69,0.0,5.17,80.8,1.51,17.09,47.72,71.39
2025-04-28 02:00:00,2.0,284.03,0.18,5.71,78.23,1.59,17.05,49.13,71.2
2025-04-28 03:00:00,3.0,313.52,0.79,5.84,79.05,1.71,17.78,51.79,67.14
2025-04-28 04:00:00,3.0,297.53,0.85,4.5,94.25,1.73,17.93,53.19,40.69
2025-04-28 05:00:00,3.0,287.75,0.58,3.29,111.34,1.77,20.97,56.54,31.43
2025-04-28 06:00:00,3.0,269.74,0.34,2.26,128.98,1.82,25.77,61.79,27.38
2025-04-28 07:00:00,3.0,161.06,0.1,0.67,133.76,1.42,14.82,38.99,8.4
2025-04-28 08:00:00,3.0,141.24,0.08,0.52,129.22,1.01,11.99,30.07,4.88
2025-04-28 09:00:00,3.0,136.7,0.09,0.56,127.51,0.94,11.68,28.52,4.31
2025-04-28 10:00:00,3.0,138.91,0.1,0.69,127.82,0.98,12.02,28.84,4.62
2025-04-28 11:00:00,3.0,144.25,0.12,0.91,127.17,1.04,12.48,29.76,5.53
2025-04-28 12:00:00,3.0,151.25,0.12,1.26,126.76,1.1,12.86,30.74,6.49
2025-04-28 13:00:00,3.0,177.5,0.13,2.76,119.82,1.25,13.73,33.03,10.81
2025-04-28 14:00:00,3.0,220.14,0.03,4.95,107.55,1.52,15.17,37.23,16.85
2025-04-28 15:00:00,2.0,257.17,0.0,6.12,97.45,1.77,16.67,41.89,21.77
2025-04-28 16:00:00,2.0,279.52,0.0,6.73,91.36,1.93,17.61,45.16,27.84
2025-04-28 17:00:00,2.0,297.27,0.0,7.21,89.81,2.07,18.45,48.27,34.17
2025-04-28 18:00:00,3.0,309.73,0.0,7.59,87.97,2.13,18.96,50.24,39.06
2025-04-28 19:00:00,3.0,310.95,0.0,7.7,84.75,2.08,19.03,50.47,43.02
2025-04-28 20:00:00,3.0,310.6,0.0,7.54,81.02,2.02,19.21,50.83,47.85
2025-04-28 21:00:00,3.0,307.16,0.0,7.08,78.11,1.96,19.47,51.61,52.67
2025-04-28 22:00:00,3.0,296.06,0.0,6.47,74.91,1.84,19.33,51.74,55.61
2025-04-28 23:00:00,3.0,288.85,0.0,6.03,73.25,1.75,19.27,52.05,58.6
2025-04-29 00:00:00,3.0,288.25,0.0,5.8,72.1,1.7,19.53,52.59,61.75
2025-04-29 01:00:00,3.0,291.52,0.0,5.78,70.42,1.66,19.37,52.44,64.2
2025-04-29 02:00:00,3.0,310.2,0.24,6.23,68.72,1.72,19.17,53.33,64.39
2025-04-29 03:00:00,3.0,337.77,0.89,6.21,72.4,1.83,19.85,55.69,60.44
2025-04-29 04:00:00,3.0,321.93,0.91,4.84,90.94,1.88,20.61,58.25,40.83
2025-04-29 05:00:00,3.0,310.7,0.6,3.5,110.58,1.89,24.73,62.98,33.08
2025-04-29 06:00:00,3.0,289.44,0.35,2.38,130.29,1.9,30.41,69.11,28.82
2025-04-29 07:00:00,3.0,163.4,0.1,0.68,133.57,1.48,17.0,42.66,8.3
2025-04-29 08:00:00,3.0,139.5,0.08,0.52,131.91,1.08,12.92,30.99,4.96
2025-04-29 09:00:00,3.0,133.62,0.08,0.53,131.31,1.02,12.03,28.33,4.45
2025-04-29 10:00:00,3.0,134.39,0.08,0.62,132.84,1.08,12.09,28.34,4.59
2025-04-29 11:00:00,3.0,138.25,0.09,0.8,133.0,1.2,12.61,29.68,5.23
2025-04-29 12:00:00,3.0,144.24,0.08,1.11,132.89,1.33,13.26,31.49,5.96
2025-04-29 13:00:00,3.0,165.26,0.06,2.28,126.97,1.5,14.32,34.42,9.52
2025-04-29 14:00:00,3.0,198.6,0.01,3.9,116.9,1.74,15.73,38.57,14.95
2025-04-29 15:00:00,3.0,227.53,0.0,4.8,108.47,1.95,17.05,42.61,19.17
2025-04-29 16:00:00,2.0,248.5,0.0,5.43,99.61,2.05,17.99,45.45,22.93
2025-04-29 17:00:00,2.0,273.64,0.0,6.13,92.45,2.15,19.17,48.87,27.38
2025-04-29 18:00:00,3.0,294.35,0.0,6.76,86.55,2.18,20.05,51.46,32.2
2025-04-29 19:00:00,3.0,300.99,0.0,7.01,81.84,2.12,20.33,52.23,38.36
2025-04-29 20:00:00,3.0,302.87,0.0,6.89,79.88,2.07,20.63,53.04,46.17
2025-04-29 21:00:00,3.0,302.12,0.0,6.5,78.39,2.03,20.99,54.1,53.81
2025-04-29 22:00:00,3.0,294.34,0.0,6.02,76.0,1.91,20.79,54.05,58.26
2025-04-29 23:00:00,3.0,290.42,0.0,5.72,74.43,1.82,20.93,54.75,62.25
2025-04-30 00:00:00,3.0,292.9,0.0,5.61,72.68,1.77,21.25,55.95,66.06
2025-04-30 01:00:00,3.0,298.56,0.0,5.67,69.45,1.73,21.46,56.98,66.25
2025-04-30 02:00:00,3.0,320.29,0.18,6.19,65.44,1.77,22.11,59.28,60.66
2025-04-30 03:00:00,3.0,351.1,0.81,6.27,67.11,1.87,23.54,62.68,53.3
2025-04-30 04:00:00,3.0,306.69,0.65,4.13,100.81,2.05,25.41,66.71,33.56
2025-04-30 05:00:00,3.0,302.96,0.42,2.87,122.5,2.39,30.37,72.71,29.11
2025-04-30 06:00:00,4.0,306.2,0.27,2.07,143.32,2.74,37.82,81.49,27.78
2025-04-30 07:00:00,4.0,220.55,0.1,0.87,156.36,2.82,33.52,72.35,10.75
2025-04-30 08:00:00,4.0,186.97,0.07,0.65,150.06,2.15,29.1,61.65,6.2
2025-04-30 09:00:00,4.0,177.64,0.05,0.67,145.92,1.94,27.3,57.66,5.36
2025-04-30 10:00:00,4.0,175.84,0.04,0.75,144.71,1.92,26.86,57.07,5.14
2025-04-30 11:00:00,4.0,175.74,0.03,0.87,142.93,1.98,26.87,57.44,5.25
2025-04-30 12:00:00,4.0,177.04,0.03,1.03,140.92,2.03,26.8,57.67,5.46
2025-04-30 13:00:00,3.0,192.55,0.02,2.06,132.6,2.05,26.7,56.94,8.52
2025-04-30 14:00:00,3.0,222.21,0.0,3.5,119.92,2.09,27.01,57.16,13.38
2025-04-30 15:00:00,3.0,248.72,0.0,4.35,109.89,2.13,27.47,58.48,17.25
2025-04-30 16:00:00,3.0,268.48,0.0,4.88,99.2,2.09,27.68,59.24,21.08
2025-04-30 17:00:00,3.0,290.97,0.0,5.44,90.39,2.06,28.36,61.25,24.93
2025-04-30 18:00:00,3.0,309.45,0.0,5.98,83.24,1.99,28.9,63.04,28.65
2025-04-30 19:00:00,3.0,315.13,0.0,6.23,76.71,1.85,28.82,63.09,32.32
2025-04-30 20:00:00,3.0,318.15,0.0,6.07,71.79,1.72,28.94,63.28,35.92
2025-04-30 21:00:00,3.0,320.41,0.0,5.71,68.09,1.62,29.16,63.62,39.88
2025-04-30 22:00:00,3.0,321.43,0.0,5.4,64.92,1.52,29.2,63.67,43.46
2025-04-30 23:00:00,3.0,325.87,0.0,5.23,62.4,1.46,29.5,64.76,46.81
2025-05-01 00:00:00,3.0,333.32,0.0,5.24,60.42,1.45,30.23,66.7,50.29
2025-05-01 01:00:00,3.0,347.88,0.0,6.05,57.51,1.52,31.14,68.39,57.68
2025-05-01 02:00:00,3.0,377.84,0.14,7.24,54.22,1.65,31.92,70.02,58.88
2025-05-01 03:00:00,3.0,412.04,0.81,7.84,56.07,1.83,33.01,72.15,56.33
2025-05-01 04:00:00,3.0,366.22,0.66,5.07,94.31,2.44,35.66,77.42,36.44
2025-05-01 05:00:00,3.0,364.82,0.46,3.72,117.61,3.06,40.47,82.18,33.27
2025-05-01 06:00:00,4.0,376.79,0.31,2.81,140.79,3.76,48.21,89.53,32.71
2025-05-01 07:00:00,4.0,326.64,0.12,1.32,169.44,5.61,52.76,88.43,18.8
2025-05-01 08:00:00,4.0,301.68,0.07,1.08,172.5,5.19,50.62,81.31,14.98
2025-05-01 09:00:00,4.0,290.71,0.04,1.13,171.04,4.57,46.7,73.82,13.69
2025-05-01 10:00:00,4.0,281.7,0.02,1.23,168.21,4.01,42.3,66.92,12.7
2025-05-01 11:00:00,4.0,280.55,0.01,1.34,166.23,3.8,41.3,65.14,12.45
2025-05-01 12:00:00,4.0,292.32,0.01,1.54,166.12,3.82,42.62,64.74,12.82
2025-05-01 13:00:00,4.0,324.92,0.03,2.83,157.68,3.83,44.47,62.68,17.08
2025-05-01 14:00:00,4.0,368.01,0.01,4.6,144.63,3.8,46.49,63.78,24.04
2025-05-01 15:00:00,3.0,400.25,0.0,5.54,134.27,3.64,47.99,66.97,29.84
2025-05-01 16:00:00,3.0,421.06,0.0,6.16,125.36,3.36,48.87,70.08,35.39
2025-05-01 17:00:00,3.0,443.1,0.0,6.79,115.68,3.01,49.99,72.97,40.41
2025-05-01 18:00:00,4.0,458.22,0.0,7.27,106.72,2.66,50.76,75.15,44.35
2025-05-01 19:00:00,4.0,460.73,0.0,7.46,98.3,2.29,50.88,76.09,47.31
2025-05-01 20:00:00,4.0,467.05,0.0,7.56,91.26,2.04,51.65,77.91,51.45
2025-05-01 21:00:00,4.0,476.19,0.0,7.58,85.93,1.9,53.1,80.73,55.81
2025-05-01 22:00:00,4.0,481.28,0.0,7.55,81.84,1.79,54.49,83.62,59.47
2025-05-01 23:00:00,4.0,486.91,0.0,7.55,77.99,1.68,55.79,86.55,62.16
2025-05-02 00:00:00,4.0,493.0,0.0,7.63,74.06,1.54,57.04,89.37,63.41
2025-05-02 01:00:00,4.0,496.75,0.0,7.75,70.75,1.41,57.42,91.03,61.41
2025-05-02 02:00:00,4.666629791259766,512.22,0.16,8.36,67.34,1.42,0.0,0.0,58.29
2025-05-02 03:00:00,4.0,533.65,0.84,8.44,70.49,1.52,58.3,96.18,55.13
2025-05-02 04:00:00,4.0,430.16,0.33,3.74,125.86,2.09,60.65,104.29,31.83
2025-05-02 05:00:00,4.0,420.08,0.25,2.54,142.68,2.38,63.89,107.88,28.19
2025-05-02 06:00:00,4.0,427.46,0.2,1.94,156.17,2.73,69.49,112.99,27.13
2025-05-02 07:00:00,4.0,368.67,0.1,1.12,169.65,3.49,69.52,105.65,18.21
2025-05-02 08:00:00,4.0,323.05,0.07,1.0,164.66,3.22,62.9,97.95,14.65
2025-05-02 09:00:00,4.0,310.17,0.05,1.11,161.15,3.2,60.33,95.89,14.0
2025-05-02 10:00:00,4.0,314.44,0.03,1.3,161.52,3.37,60.39,96.7,14.36
2025-05-02 11:00:00,4.0,330.04,0.02,1.49,164.22,3.6,62.13,98.25,15.41
2025-05-02 12:00:00,4.0,355.6,0.02,1.72,168.79,3.82,63.77,98.12,16.94
2025-05-02 13:00:00,4.0,389.04,0.01,2.67,163.27,3.76,62.92,91.6,20.53
2025-05-02 14:00:00,4.0,424.53,0.0,3.86,153.08,3.56,62.67,88.16,25.76
2025-05-02 15:00:00,4.0,446.73,0.0,4.5,144.99,3.38,62.38,87.74,31.47
2025-05-02 16:00:00,4.0,462.96,0.0,5.09,137.1,3.2,62.38,88.61,38.47
2025-05-02 17:00:00,4.0,487.03,0.0,5.81,125.97,2.87,63.6,90.74,44.43
2025-05-02 18:00:00,4.0,506.73,0.0,6.34,114.93,2.45,64.61,92.38,47.28
2025-05-02 19:00:00,4.0,516.99,0.0,6.76,103.28,1.97,64.75,92.27,48.31
2025-05-02 20:00:00,4.0,528.06,0.0,7.04,93.63,1.64,65.45,92.67,51.14
2025-05-02 21:00:00,4.0,537.79,0.0,7.21,86.16,1.45,66.22,93.38,54.29
2025-05-02 22:00:00,4.0,546.22,0.0,7.45,80.1,1.36,67.23,94.83,58.95
2025-05-02 23:00:00,4.0,555.38,0.0,7.73,75.93,1.39,68.9,97.55,67.39
2025-05-03 00:00:00,4.0,565.67,0.0,8.1,73.47,1.49,70.63,100.26,79.17
2025-05-03 01:00:00,4.0,572.4,0.0,8.44,70.91,1.56,71.37,101.61,88.57
2025-05-03 02:00:00,4.0,587.44,0.14,8.96,66.41,1.48,71.19,102.77,83.98
2025-05-03 03:00:00,4.0,606.7,0.73,8.76,68.51,1.43,71.4,104.93,73.38
2025-05-03 04:00:00,4.0,446.65,0.13,1.93,151.33,3.35,65.14,100.34,24.09
2025-05-03 05:00:00,4.0,415.79,0.08,1.14,162.88,3.47,61.8,95.53,20.0
2025-05-03 06:00:00,4.0,405.27,0.07,0.99,164.52,3.36,59.74,91.57,19.03
2025-05-03 07:00:00,4.0,395.53,0.06,0.96,166.34,3.27,57.7,87.37,17.83
2025-05-03 08:00:00,4.0,372.4,0.04,0.96,162.82,2.98,54.28,82.47,16.06
